vader_score,vader_score_pos,vader_score_neg
0.6249,0.266,0.0
0.2732,0.32,0.216
0.8883,0.356,0.0
0.8251,0.621,0.0
0.8746,0.454,0.0
0.0232,0.744,0.323
0.9897,0.403,0.0
0.4019,0.474,0.0
0.9705,0.643,0.0
0.765,0.372,0.054
0.4404,0.291,0.306
0.0,0.0,0.0
0.4215,0.583,0.0
0.8885,0.241,0.0
0.7717,0.508,0.0
0.5106,0.398,0.0
-0.7506,0.237,0.405
0.5719,0.425,0.0
0.9397,0.231,0.0
0.9407,0.526,0.121
0.9808,0.488,0.0
0.7506,0.516,0.134
0.9559,0.7,0.0
0.6249,0.369,0.0
0.63,0.0,0.0
0.0056,0.0,0.126
-0.8115,0.0,0.121
0.4939,0.39,0.0
0.0258,0.231,0.193
0.0,0.0,0.0
0.2263,0.737,0.487
0.0,0.0,0.0
-0.8135,0.212,0.091
0.5719,0.787,0.0
0.4779,0.52,0.268
0.5965,0.357,0.0
0.9501,0.292,0.0
-0.4404,0.0,0.0
0.7335,0.243,0.207
0.0,0.0,0.0
0.6486,0.552,0.0
0.5574,0.0,0.0
-0.5719,0.0,0.0
0.0,0.0,0.0
0.5106,0.767,0.0
0.0,0.0,0.0
0.9581,0.528,0.061
0.9306,0.252,0.074
0.907,0.209,0.0
0.9542,0.354,0.0
0.9171,0.787,0.076
0.7184,0.429,0.0
-0.3921,0.355,0.168
0.7003,0.367,0.065
-0.5719,0.0,0.0
0.8625,0.507,0.0
0.9754,0.648,0.0
0.9328,0.38,0.057
0.9284,0.456,0.108
0.9738,0.58,0.0
0.5574,0.0,0.0
0.8885,0.366,0.087
0.9313,0.319,0.0
0.9274,0.478,0.0
-0.2023,0.219,0.167
0.4019,1.0,0.0
0.9165,0.674,0.0
0.631,0.6,0.0
0.7178,0.112,0.0
0.5719,0.787,0.0
0.0,0.0,0.0
-0.5267,0.216,0.304
0.3683,0.252,0.085
0.8795,0.397,0.0
0.7269,0.67,0.0
0.9533,0.575,0.066
0.0,0.0,0.0
0.8126,0.481,0.0
0.9729,0.437,0.0
-0.296,0.0,1.0
0.4939,0.592,0.037
0.4947,0.166,0.0
0.0387,0.615,0.163
0.8271,0.562,0.0
-0.6075,0.0,0.125
-0.7401,0.37,0.197
-0.7876,0.0,0.099
0.7713,0.26,0.0
0.4754,0.607,0.0
0.9176,0.197,0.056
0.876,0.338,0.128
0.8271,0.313,0.0
0.7044,0.35,0.0
0.9279,0.226,0.0
0.0186,0.474,0.149
0.8316,0.198,0.0
0.3612,0.333,0.0
0.9513,0.515,0.0
0.7655,0.466,0.039
-0.2263,0.263,0.122
0.9587,0.707,0.0
0.5574,0.451,0.184
0.2259,0.0,0.071
-0.5719,0.0,0.0
0.5719,0.552,0.0
0.7845,0.163,0.0
-0.5719,0.0,0.0
0.9042,0.559,0.0
0.9387,0.51,0.0
0.0,0.0,0.0
0.7845,0.58,0.0
0.5859,0.787,0.0
-0.2732,0.0,0.259
0.5859,0.388,0.0
0.9446,0.493,0.191
0.5719,0.481,0.0
0.8221,0.336,0.0
0.0,0.313,0.0
0.431,0.291,0.069
0.0,0.552,0.0
0.9398,0.515,0.0
-0.296,0.0,0.136
0.9345,0.249,0.0
-0.3612,0.0,0.311
0.0,0.0,0.0
0.7548,0.683,0.0
-0.5719,0.0,0.0
0.8779,0.347,0.1
0.9441,0.61,0.0
0.9041,0.59,0.095
0.9797,0.281,0.474
0.9806,0.432,0.0
0.0,0.0,0.0
0.8974,0.337,0.082
-0.6427,0.0,0.236
0.9558,0.481,0.0
0.5095,0.655,0.103
0.9659,0.808,0.0
0.8442,0.579,0.0
0.1298,0.492,0.184
0.5719,0.316,0.0
0.9493,0.307,0.0
0.734,0.436,0.0
0.804,0.47,0.0
0.1531,0.583,0.423
0.9136,0.401,0.0
0.5574,0.0,0.0
0.9565,0.259,0.25
0.9307,0.151,0.0
0.8223,0.271,0.058
0.6119,0.467,0.051
-0.5719,0.0,0.0
-0.8482,0.0,0.188
0.5154,0.0,0.051
0.4215,0.286,0.0
-0.2247,0.0,0.08
0.8209,0.292,0.067
0.6705,0.286,0.0
0.6249,0.392,0.091
0.807,0.448,0.0
0.5719,0.552,0.0
-0.4939,0.775,0.299
0.6249,0.804,0.0
0.9686,0.714,0.0
0.2023,0.545,0.264
-0.4019,0.0,0.063
0.5719,0.787,0.0
0.7105,0.0,0.045
-0.9798,0.0,0.221
0.9393,0.347,0.0
0.9863,0.346,0.0
0.9509,0.399,0.0
0.5789,0.537,0.163
0.8999,0.252,0.0
0.9523,0.147,0.039
0.7906,0.773,0.0
0.9788,0.394,0.278
-0.079,0.0,0.145
-0.1842,0.0,0.056
0.9371,0.652,0.0
0.9812,0.324,0.027
0.9571,0.375,0.115
0.8832,0.379,0.0
-0.3713,0.0,0.267
0.0,0.0,0.0
-0.0258,0.0,0.0
0.8316,0.187,0.0
0.7783,0.661,0.0
0.836,0.467,0.0
0.836,0.17,0.0
0.8805,0.778,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-0.3412,0.0,0.0
0.9168,0.699,0.0
0.9856,0.532,0.047
0.8746,0.21,0.0
0.7717,0.524,0.0
0.8591,0.185,0.0
0.9225,0.376,0.0
0.8126,0.433,0.0
0.296,0.0,0.0
0.836,0.277,0.0
0.5719,0.649,0.0
0.2944,0.607,0.388
0.9195,0.383,0.0
0.7184,0.545,0.0
-0.6915,0.075,0.0
0.9504,0.218,0.0
0.9368,0.459,0.141
0.8749,0.393,0.0
0.91,0.653,0.108
-0.5719,0.0,0.0
0.9153,0.398,0.0
-0.2023,0.0,0.0
0.7889,0.436,0.0
-0.3883,0.56,0.169
0.743,0.174,0.189
0.0,0.0,0.0
0.9928,0.312,0.0
0.9131,0.76,0.0
0.0,0.672,0.0
0.8074,0.481,0.0
0.128,0.385,0.117
-0.5719,0.0,0.0
0.8655,0.275,0.0
0.6249,0.451,0.0
0.7474,0.506,0.101
0.7964,0.671,0.0
-0.8555,0.0,0.233
0.8428,0.257,0.0
0.9659,0.665,0.0
0.8807,0.209,0.0
0.4927,0.285,0.0
0.0,0.0,0.0
0.6115,0.0,0.025
-0.5719,0.0,0.0
0.9758,0.443,0.0
0.4019,0.0,0.0
0.52,0.146,0.104
0.9081,0.825,0.0
0.6124,0.278,0.0
-0.2613,0.238,0.459
0.9585,0.364,0.0
0.9835,0.468,0.0
0.765,0.293,0.0
0.5719,0.481,0.0
0.7579,0.278,0.0
0.7717,0.69,0.145
0.4927,0.39,0.0
0.5574,0.558,0.205
0.9118,0.6,0.0
0.9118,0.22,0.0
0.8807,0.471,0.099
-0.5719,0.0,0.0
0.9726,0.235,0.0
0.5423,0.289,0.216
0.9031,0.442,0.102
0.5673,0.189,0.16
0.926,0.458,0.0
0.9648,0.661,0.0
0.9485,0.632,0.0
0.9422,0.506,0.0
0.6808,0.112,0.0
0.8612,0.389,0.0
0.2824,0.277,0.036
0.9623,0.872,0.0
0.765,0.226,0.62
0.9465,0.734,0.0
0.988,0.31,0.0
0.0,0.0,0.0
-0.7783,0.065,0.08
0.8889,0.405,0.063
0.8012,0.371,0.133
0.0859,0.0,0.123
0.932,0.529,0.0
0.7351,0.292,0.0
0.6124,0.161,0.0
0.7366,0.065,0.0
0.8948,0.394,0.0
0.4404,0.108,0.0
-0.1779,0.0,0.254
0.5994,0.415,0.0
0.5106,0.524,0.0
-0.5719,0.0,0.0
-0.8481,0.0,0.405
0.0,0.0,0.0
0.4624,0.147,0.116
0.5994,0.551,0.0
0.0,0.0,0.0
0.9342,0.413,0.0
0.8481,0.324,0.0
0.6997,0.545,0.0
0.9818,0.392,0.0
0.0,0.0,0.0
0.9352,0.349,0.0
0.8934,0.408,0.0
0.892,0.0,0.049
-0.8689,0.0,0.433
-0.4638,0.587,0.135
0.4019,0.485,0.133
0.6142,0.293,0.148
0.9201,0.543,0.0
0.939,0.25,0.0
0.6486,0.552,0.0
0.6249,0.506,0.0
0.91,0.372,0.0
0.9042,0.518,0.0
0.9709,0.298,0.0
-0.4019,0.0,0.0
0.6369,0.0,0.0
0.9387,0.467,0.0
0.0,0.499,0.0
0.6124,0.155,0.0
0.8885,0.245,0.0
0.908,0.509,0.0
0.8979,0.645,0.0
0.0,0.0,0.0
-0.8402,0.0,0.177
0.7442,0.541,0.156
0.8074,0.346,0.0
0.7845,0.767,0.0
0.5574,0.0,0.0
0.4404,0.672,0.196
0.7506,0.444,0.0
0.5106,0.623,0.0
0.8955,0.59,0.0
0.9605,0.287,0.0
-0.3507,0.188,0.143
0.4215,0.149,0.0
0.9789,0.628,0.0
0.7951,0.835,0.0
0.8655,0.385,0.064
0.9571,0.264,0.0
0.9426,0.287,0.0
0.8357,0.57,0.0
0.7964,0.826,0.0
0.9217,0.332,0.0
0.25,0.048,0.0
0.9393,0.478,0.0
0.6997,0.592,0.0
0.128,0.076,0.0
0.9638,0.451,0.0
-0.0258,0.0,0.0
0.9118,0.241,0.0
0.2023,0.704,0.469
0.8573,0.36,0.0
0.4126,0.13,0.11
0.5574,0.0,0.0
0.0094,0.412,0.126
0.8898,0.62,0.385
0.7665,0.269,0.182
0.8543,0.345,0.524
0.6249,0.506,0.0
0.6566,0.368,0.345
-0.5719,0.0,0.0
-0.6604,0.0,0.133
0.1832,0.291,0.149
-0.205,0.659,0.102
-0.7184,0.73,0.152
0.9792,0.273,0.0
0.5859,0.351,0.086
0.7089,0.396,0.0
0.8625,0.51,0.145
0.4215,0.737,0.0
-0.3687,0.0,0.388
-0.7784,0.0,0.108
0.9678,0.585,0.0
0.9785,0.356,0.0
0.4404,0.244,0.0
-0.1761,0.0,0.22
0.9598,0.528,0.0
0.4001,0.708,0.18
0.9413,0.306,0.0
0.6908,0.562,0.417
0.7579,0.619,0.0
0.5574,0.0,0.0
0.6249,0.517,0.227
0.9382,0.498,0.0
0.9628,0.398,0.0
0.8399,0.436,0.016
0.3919,0.0,0.057
0.9521,0.487,0.0
0.8204,0.165,0.21
0.3338,0.329,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.9464,0.323,0.0
0.0,0.0,0.0
-0.7506,0.0,0.198
0.0,0.0,0.0
0.6844,0.245,0.084
0.8843,0.341,0.0
0.6712,0.792,0.081
-0.204,0.0,0.0
0.7512,0.322,0.088
0.6808,0.389,0.054
0.7564,0.193,0.0
0.0,0.0,0.0
0.7722,0.16,0.0
0.9359,0.581,0.174
0.8555,0.453,0.0
0.4215,0.162,0.0
0.4939,0.137,0.122
0.8979,0.658,0.0
-0.296,0.0,0.0
0.9118,0.667,0.0
0.657,0.582,0.0
0.9197,0.414,0.0
0.9393,0.423,0.0
0.9184,0.299,0.0
0.296,0.592,0.124
-0.3788,0.0,0.075
0.7717,0.512,0.0
0.5835,0.199,0.183
0.8221,0.717,0.0
0.7269,0.194,0.023
0.893,0.32,0.024
0.926,0.744,0.0
0.5994,0.661,0.0
0.7086,0.386,0.14
0.3384,0.418,0.109
0.6369,0.375,0.0
0.5719,0.433,0.082
-0.4754,0.0,0.188
-0.7096,0.0,0.136
0.9827,0.225,0.0
0.4404,0.0,0.0
0.4927,0.758,0.0
0.9785,0.386,0.0
0.9595,0.438,0.0
-0.7351,0.13,0.174
0.5106,0.767,0.0
0.6088,0.42,0.051
0.988,0.179,0.032
0.872,0.261,0.0
0.9661,0.348,0.0
0.4215,0.737,0.0
0.3626,0.412,0.147
0.8268,0.383,0.137
0.6369,0.412,0.0
0.0,0.0,0.0
0.6908,0.203,0.0
0.5719,0.481,0.0
0.0276,0.398,0.088
0.9362,0.294,0.0
0.8711,0.5,0.0
0.762,0.621,0.0
0.8519,0.804,0.0
0.7184,0.626,0.118
0.9552,0.443,0.0
0.8674,0.306,0.0
0.9146,0.135,0.0
0.6597,0.398,0.167
0.3612,0.0,0.0
0.6249,0.313,0.0
-0.7096,0.0,0.232
0.5574,0.0,0.0
-0.3291,0.398,0.104
0.8074,0.425,0.0
0.6486,0.318,0.0
0.9612,0.443,0.0
-0.1027,0.299,0.0
0.9399,0.275,0.0
0.0,0.0,0.0
0.9723,0.474,0.081
0.7841,0.697,0.0
0.0,0.0,0.0
0.8074,0.425,0.0
0.9876,0.178,0.017
0.8607,0.455,0.0
0.3612,0.556,0.0
0.0,0.0,0.0
0.9571,0.643,0.0
0.8176,0.652,0.0
0.6635,0.25,0.0
0.6249,0.804,0.0
0.9678,0.21,0.0
-0.5719,0.0,0.0
0.9313,0.392,0.0
-0.5719,0.0,0.0
0.3612,0.316,0.688
0.8885,0.727,0.0
-0.296,0.0,0.0
0.9399,0.485,0.0
0.0,0.0,0.0
-0.1027,0.0,0.219
0.0,0.0,0.0
0.5859,0.432,0.0
0.6597,0.205,0.0
0.3919,0.683,0.074
0.9226,0.521,0.212
0.0,0.0,0.0
0.8176,0.714,0.0
0.0,0.0,0.0
0.7506,0.568,0.172
0.4927,0.516,0.0
0.4404,0.326,0.0
0.8271,0.577,0.0
0.9081,0.527,0.0
0.0,0.0,0.0
0.9649,0.333,0.0
0.9432,0.545,0.0
0.9241,0.255,0.0
0.9349,0.299,0.201
0.0,0.0,0.0
0.9117,0.574,0.355
0.5994,0.224,0.0
0.0,0.0,0.0
0.9818,0.49,0.0
0.5106,0.398,0.0
0.4404,0.0,0.0
-0.7096,0.0,0.688
0.765,0.5,0.0
0.6908,0.0,0.17
0.8555,0.42,0.0
0.6909,0.714,0.113
0.0,0.0,0.0
0.5574,0.0,0.0
0.5413,0.259,0.0
0.4215,0.737,0.0
0.7184,0.492,0.134
0.9649,0.318,0.0
0.0,0.0,0.0
0.8947,0.683,0.0
-0.836,0.0,0.123
0.765,0.595,0.0
0.743,0.583,0.145
0.8503,0.476,0.064
0.0,0.0,0.0
0.8658,0.408,0.0
0.0,0.0,0.0
-0.7783,0.0,0.608
0.1189,0.377,0.111
0.7269,0.139,0.325
0.981,0.437,0.0
0.0,0.0,0.0
0.1145,0.294,0.171
0.8078,0.239,0.061
0.9458,0.415,0.0
0.7351,0.613,0.155
-0.3222,0.242,0.07
0.8934,0.373,0.0
0.4576,0.187,0.0
0.0,0.0,0.0
0.8176,0.537,0.054
0.9358,0.0,0.0
0.6318,0.701,0.305
0.8625,0.425,0.0
0.8173,0.373,0.0
0.7585,0.414,0.044
0.734,0.36,0.0
0.5719,0.552,0.0
-0.7003,0.0,0.392
0.8906,0.163,0.0
0.4404,0.592,0.0
0.2732,0.583,0.756
0.47,0.251,0.048
0.5574,0.0,0.0
0.8074,0.649,0.0
0.5574,0.0,0.0
0.0,0.0,0.0
0.8777,0.529,0.0
0.8957,0.771,0.141
0.9081,0.609,0.0
0.8402,0.308,0.0
0.7935,0.317,0.506
0.7003,0.42,0.0
0.923,0.727,0.0
-0.5399,0.078,0.267
0.5574,0.0,0.0
0.2952,0.142,0.0
0.6249,0.804,0.0
0.8074,0.552,0.0
0.5859,0.322,0.0
-0.4337,0.115,0.32
-0.3818,0.0,0.135
0.5574,0.0,0.0
0.5106,0.0,0.0
0.0,0.0,0.0
0.9294,0.553,0.0
0.8126,0.483,0.0
0.872,0.368,0.0
0.6369,0.894,0.0
0.8411,0.345,0.126
0.9473,0.418,0.294
0.4215,0.737,0.0
0.765,0.136,0.0
0.9399,0.546,0.0
0.4019,1.0,0.0
-0.2584,0.0,0.089
0.8251,0.52,0.0
0.9169,0.721,0.0
0.9783,0.368,0.105
0.2799,0.157,0.0
0.4915,0.184,0.097
-0.0258,0.0,0.0
0.7003,0.537,0.0
-0.4124,0.606,0.231
-0.0,0.718,0.086
0.8934,0.471,0.0
0.4927,0.615,0.0
0.5574,0.213,0.0
0.8908,0.559,0.296
0.2263,0.241,0.0
0.7684,0.762,0.0
0.5574,0.0,0.0
0.9201,0.533,0.0
0.8976,0.49,0.0
0.3612,0.333,0.0
0.6249,0.804,0.0
0.9758,0.417,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.9789,0.449,0.0
0.5719,0.444,0.067
0.507,0.567,0.0
0.9561,0.228,0.178
0.1531,0.688,0.0
0.6483,0.444,0.217
0.7731,0.246,0.137
0.2732,0.346,0.08
0.6249,0.451,0.0
0.9607,0.548,0.0
0.6249,0.804,0.0
0.9535,0.373,0.0
0.8555,0.758,0.0
0.807,0.504,0.14
0.8766,0.383,0.0
0.0,0.0,0.0
0.9061,0.43,0.0
-0.7331,0.0,0.553
0.4404,0.293,0.0
0.9421,0.574,0.0
0.7757,0.376,0.0
0.0,0.0,0.0
0.128,0.176,0.0
0.7425,0.386,0.0
0.3612,0.236,0.216
0.8408,0.34,0.134
0.3777,0.492,0.19
0.4939,0.516,0.0
-0.3182,0.0,0.0
0.9836,0.417,0.0
0.9325,0.636,0.0
0.923,0.335,0.068
0.9816,0.239,0.0
0.8737,0.255,0.0
0.9246,0.495,0.0
0.8424,0.229,0.087
-0.4767,0.0,0.205
0.0,0.649,0.0
0.5859,0.792,0.0
0.8271,0.474,0.268
-0.8173,0.0,0.24
0.8775,0.153,0.0
0.9271,0.22,0.053
0.2382,0.597,0.312
0.9686,0.289,0.0
0.8233,0.681,0.257
0.9508,0.296,0.329
0.0,0.0,0.0
0.9371,0.519,0.0
-0.8537,0.0,0.653
0.5574,0.0,0.0
-0.6705,0.0,0.139
0.8074,0.252,0.0
0.25,0.198,0.095
0.9686,0.366,0.0
0.5207,0.206,0.09
0.4404,0.183,0.167
0.9451,0.404,0.218
0.7326,0.905,0.163
0.0,0.0,0.0
0.0,0.762,0.0
0.899,0.694,0.0
0.8074,0.787,0.0
0.746,0.194,0.138
0.5936,0.669,0.524
0.9687,0.575,0.0
0.8849,0.721,0.0
0.886,0.221,0.0
0.6249,0.672,0.0
0.862,0.52,0.145
0.811,0.512,0.069
-0.7325,0.0,0.118
0.8822,0.774,0.0
0.8074,0.552,0.0
0.8074,0.156,0.0
0.8658,0.404,0.0
0.97,0.469,0.0
0.5106,0.369,0.0
0.6956,0.212,0.0
0.7089,0.474,0.0
0.5106,0.767,0.0
0.9747,0.408,0.0
0.879,0.559,0.0
0.9442,0.431,0.0
0.8799,0.677,0.0
0.9184,0.243,0.0
0.8481,0.412,0.0
0.5859,0.792,0.0
0.7053,0.291,0.046
0.0,0.0,0.0
0.7922,0.539,0.0
0.7269,0.455,0.0
0.4754,0.382,0.0
0.8201,0.422,0.0
0.8155,0.418,0.0
0.9186,0.653,0.0
-0.8779,0.0,0.108
-0.296,0.0,0.084
0.5719,0.556,0.0
0.836,0.16,0.0
-0.8977,0.0,0.507
-0.7783,0.0,0.307
0.9498,0.693,0.0
-0.3612,0.415,0.203
0.1753,0.275,0.162
0.9366,0.673,0.0
0.7845,0.697,0.0
0.4481,0.0,0.064
-0.1655,0.064,0.0
0.4939,0.516,0.0
0.5267,0.55,0.085
0.7783,0.552,0.034
0.4927,0.516,0.0
-0.4644,0.0,0.084
0.6753,0.536,0.251
-0.1531,0.461,0.249
0.5267,0.362,0.0
0.9581,0.259,0.0
0.8074,0.649,0.0
0.5574,0.0,0.0
0.8525,0.74,0.0
0.8313,0.666,0.0
0.9349,0.725,0.361
-0.5719,0.0,0.0
0.9451,0.795,0.0
0.0,0.0,0.0
0.6597,0.0,0.0
0.4215,0.0,0.0
0.9735,0.655,0.0
0.8779,0.556,0.0
-0.2096,0.139,0.091
0.9201,0.544,0.0
-0.4414,0.0,0.019
0.945,0.498,0.0
0.9888,0.453,0.0
0.8689,0.145,0.047
0.4939,0.39,0.0
0.9373,0.872,0.064
0.5719,0.222,0.0
0.4019,0.73,0.0
0.802,0.643,0.0
0.5483,0.0,0.0
0.9559,0.4,0.0
0.9623,0.222,0.0
0.5574,0.0,0.0
0.6249,0.577,0.0
0.9667,0.304,0.055
0.8532,0.485,0.037
0.9484,0.325,0.0
0.9316,0.668,0.0
0.5413,0.466,0.0
-0.7845,0.0,0.12
0.5413,0.333,0.0
0.9042,0.589,0.0
0.9349,0.706,0.037
0.25,0.0,0.361
-0.5719,0.0,0.0
0.684,0.219,0.0
0.9876,0.529,0.0
-0.7239,0.0,0.083
0.9295,0.331,0.0
-0.3415,0.461,0.18
0.6122,0.305,0.184
0.0,0.096,0.0
0.8126,0.559,0.0
0.9128,0.602,0.0
0.9849,0.307,0.123
0.9118,0.412,0.0
0.6474,0.583,0.274
0.941,0.471,0.0
0.9467,0.402,0.0
0.8225,0.487,0.0
0.5106,0.398,0.0
0.0,0.0,0.0
0.9212,0.643,0.096
-0.7013,0.0,0.161
0.1272,0.081,0.0
0.8176,0.685,0.479
0.8898,0.268,0.0
0.3716,0.289,0.145
0.0,0.0,0.0
0.7003,0.225,0.0
0.9869,0.384,0.0
0.5719,0.136,0.0
0.8215,0.163,0.0
-0.296,0.0,0.0
0.5719,0.649,0.0
0.4927,0.285,0.0
0.8883,0.538,0.0
0.8442,0.669,0.0
0.5106,0.5,0.188
0.3716,0.164,0.0
0.25,0.231,0.362
0.3481,0.254,0.219
0.8658,0.753,0.0
0.0,0.787,0.0
-0.7496,0.0,0.184
0.9243,0.488,0.0
0.0,0.0,0.0
0.8442,0.527,0.069
-0.1238,0.0,0.085
0.0,0.0,0.0
0.9423,0.331,0.678
-0.5719,0.0,0.0
0.7759,0.442,0.0
0.9575,0.579,0.303
0.0,0.649,0.0
0.4404,0.182,0.0
-0.5719,0.0,0.0
0.0,0.0,0.0
0.7717,0.331,0.474
0.9052,0.392,0.041
0.144,0.0,0.13
0.9801,0.402,0.0
0.3612,0.516,0.195
0.0,0.0,0.0
0.0,0.0,0.0
-0.9217,0.0,0.131
0.5719,0.236,0.0
0.7939,0.406,0.355
0.9638,0.524,0.0
0.9961,0.386,0.0
0.6597,0.265,0.0
-0.5994,0.0,0.344
0.9606,0.397,0.0
0.796,0.241,0.0
0.6249,0.587,0.0
0.8737,0.625,0.0
0.5106,0.18,0.0
0.9792,0.418,0.0
0.8316,0.638,0.0
0.7579,0.592,0.0
-0.5267,0.425,0.288
0.8799,0.267,0.0
0.9099,0.447,0.0
0.9069,0.673,0.0
0.7264,0.477,0.121
-0.5719,0.0,0.0
0.8648,0.386,0.071
0.8074,0.552,0.0
0.0,0.0,0.0
0.8481,0.583,0.0
0.4522,0.331,0.0
0.8233,0.761,0.0
0.9633,0.426,0.0
0.83,0.494,0.0
0.4754,0.0,0.0
-0.0516,0.0,0.375
-0.3089,0.0,0.53
0.7906,0.7,0.0
-0.765,0.0,0.326
0.9412,0.264,0.0
0.6801,0.523,0.057
0.0,0.0,0.0
0.7579,0.153,0.0
0.2724,0.295,0.0
0.9823,0.424,0.0
0.8225,0.278,0.0
0.0,0.0,0.0
0.7717,0.169,0.0
0.9837,0.479,0.0
0.9001,0.787,0.0
0.4927,0.242,0.0
0.9033,0.593,0.0
0.5089,0.262,0.046
0.9118,0.34,0.535
0.987,0.499,0.0
0.7003,0.744,0.0
0.2263,0.147,0.0
0.0,0.0,0.0
0.9607,0.327,0.0
0.5574,0.0,0.0
-0.5256,0.143,0.257
-0.8519,0.0,0.524
0.0,0.0,0.0
-0.6249,0.314,0.191
0.9505,0.111,0.0
-0.4829,0.506,0.354
0.0,0.0,0.0
0.4404,0.0,0.0
0.5106,0.452,0.0
0.8542,0.255,0.273
0.9014,0.718,0.0
0.9604,0.747,0.0
0.8795,0.291,0.0
0.9863,0.472,0.0
0.9274,0.405,0.0
-0.9733,0.0,0.336
0.9246,0.522,0.0
0.8807,0.448,0.0
-0.6533,0.0,0.109
0.7227,0.071,0.0
0.9757,0.19,0.041
0.9062,0.492,0.0
0.9693,0.364,0.0
0.5719,0.552,0.0
0.8176,0.6,0.0
0.4939,0.412,0.0
0.5719,0.552,0.0
0.6929,0.152,0.0
-0.3182,0.0,0.063
0.5574,0.559,0.545
0.4927,0.186,0.0
-0.3079,0.328,0.142
-0.0961,0.0,0.101
0.9764,0.563,0.0
0.5574,0.0,0.0
0.7845,0.767,0.0
0.5719,0.381,0.0
-0.0258,0.0,0.0
0.8655,0.548,0.0
0.9792,0.565,0.0
0.0,0.0,0.0
-0.8553,0.0,0.151
0.274,0.395,0.264
0.6705,0.762,0.0
0.34,0.19,0.054
0.34,0.846,0.114
0.8074,0.552,0.0
0.296,0.233,0.183
0.0,0.0,0.0
0.0,0.0,0.0
0.9632,0.599,0.0
0.9419,0.671,0.0
0.9598,0.66,0.0
0.8199,0.194,0.0
0.4215,1.0,0.0
0.7351,0.292,0.0
0.9451,0.512,0.0
0.6708,0.41,0.055
0.9729,0.309,0.0
0.9841,0.356,0.0
-0.847,0.0,0.18
0.9371,0.286,0.0
0.3612,0.556,0.0
-0.5719,0.0,0.0
0.0,0.0,0.0
0.5037,0.0,0.034
0.9514,0.328,0.0
0.9167,0.459,0.0
0.4404,0.0,0.0
0.9217,0.658,0.0
0.0,0.0,0.0
0.6808,0.337,0.0
0.4927,0.516,0.0
0.837,0.16,0.189
0.9514,0.728,0.0
-0.7956,0.0,0.307
0.8284,0.598,0.083
0.9061,0.491,0.0
0.2058,0.452,0.688
0.3498,0.71,0.094
0.9246,0.713,0.0
0.9393,0.272,0.0
0.6908,0.577,0.088
0.0,0.0,0.0
-0.3444,0.688,0.353
0.0,0.545,0.0
0.9403,0.735,0.0
0.0,0.0,0.0
0.0664,0.574,0.212
0.0714,0.744,0.567
0.9719,0.231,0.147
0.9305,0.338,0.077
0.778,0.476,0.174
0.9231,0.487,0.0
0.0,0.0,0.0
-0.7274,0.0,0.376
0.9685,0.447,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.91,0.658,0.0
0.9716,0.659,0.0
0.8987,0.518,0.087
0.9337,0.537,0.0
0.9388,0.152,0.0
-0.4767,0.0,0.237
0.748,0.331,0.11
-0.3619,0.264,0.149
0.8934,0.481,0.051
0.8036,0.313,0.0
0.9868,0.379,1.0
0.836,0.53,0.0
0.0,0.0,0.0
0.4215,0.0,0.061
0.8258,0.64,0.304
0.8294,0.404,0.023
0.9578,0.475,0.0
0.9786,0.481,0.0
0.1851,0.516,0.216
0.8977,0.3,0.0
0.9337,0.323,0.0
0.7717,0.527,0.128
-0.4378,0.0,0.0
0.9535,0.418,0.0
0.9062,0.562,0.0
0.7818,0.42,0.189
0.9274,0.747,0.129
-0.6642,0.266,0.113
0.0,0.322,0.0
0.9674,0.424,0.0
0.1002,0.142,0.0
0.1531,0.483,0.239
0.6597,0.524,0.18
0.6755,0.303,0.096
0.6486,0.134,0.0
0.9509,0.457,0.0
0.2023,0.379,0.398
0.9359,0.463,0.0
-0.5719,0.0,0.0
0.0,0.0,0.0
0.8799,0.56,0.0
0.4754,0.607,0.0
0.6124,0.592,0.0
0.875,0.435,0.0
0.8482,0.611,0.267
0.8519,0.416,0.0
0.296,0.0,0.068
-0.3919,0.592,0.065
0.8658,0.425,0.06
0.9113,0.591,0.0
0.0,0.0,0.0
0.8779,0.137,0.0
-0.765,0.0,0.328
0.0,0.0,0.0
0.836,0.319,0.0
0.5574,0.0,0.0
0.8714,0.347,0.0
0.6124,0.278,0.0
0.9022,0.319,0.0
-0.4767,0.0,0.256
0.0635,0.323,0.0
0.0,0.0,0.0
0.8674,0.549,0.0
0.9371,0.167,0.0
0.3464,0.346,0.257
0.4927,0.44,0.0
0.6908,0.753,0.079
0.9419,0.464,0.0
0.923,0.288,0.0
0.8126,0.559,0.0
0.2062,0.367,0.051
0.7425,0.528,0.084
0.659,0.395,0.129
0.765,0.569,0.0
0.9446,0.399,0.251
0.8271,0.744,0.0
0.802,0.2,0.0
0.4019,0.474,0.0
0.8074,0.787,0.0
-0.7096,0.0,0.136
0.9153,0.353,0.0
0.7389,0.075,0.0
0.8344,0.639,0.0
0.5574,0.0,0.0
0.9767,0.238,0.074
-0.7096,0.0,0.268
0.0,0.0,0.0
0.8074,0.659,0.0
0.9476,0.235,0.0
0.0,0.0,0.0
0.8399,0.296,0.0
0.5574,0.0,0.0
0.5574,0.0,0.0
